id,prdlstReportNo,disliked_id
10764,20080435168712,13
10765,20080435168712,13
10766,20080435168712,13
10767,20080435168712,7
10768,20080435168712,2
10769,20080435168632,13
10770,20080435168394,13
10771,20080435168394,13
10772,20080435168394,2
10773,20080435168394,2
10774,20080435168394,19
10775,20080435168298,7
10776,20080435168298,13
10777,20080435168298,2
10778,2008040502772,6
10779,2008040502772,6
10780,2008040502772,6
10781,2008040502754,6
10782,2008040502754,13
10783,2008040502754,13
10784,2008040502754,13
10785,2008040502753,6
10786,2008040502753,13
10787,2008040502753,13
10788,2008040502753,13
10789,2008040502752,6
10790,2008040502752,13
10791,2008040502752,13
10792,2008040502752,13
10793,2008040502741,11
10794,2008040502741,0
10795,2008040502727,6
10796,2008040502727,6
10797,2008040502727,6
10798,2008040502713,6
10799,2008040502713,2
10800,2008040502713,13
10801,2008040502711,6
10802,2008040502711,2
10803,2008040502711,13
10804,2008040502711,13
10805,2008040502711,7
10806,2008040502711,2
10807,2008040502711,2
10808,2008040502711,2
10809,2008040502711,0
10810,2008040502710,6
10811,2008040502710,13
10812,2008040502710,7
10813,2008040502710,2
10814,2008040502710,2
10815,2008040502710,2
10816,2008040502710,0
10817,2008040502313,0
10818,2008040502312,0
10819,2008040502311,0
10820,2008040501598,6
10821,200804050158,6
10822,200804050158,11
10823,200804050158,2
10824,200804050158,13
10825,200804050158,13
10826,200804050158,20
10827,200804050158,13
10828,2008040501573,6
10829,2008040501573,11
10830,2008040501573,2
10831,2008040501573,13
10832,2008040501573,13
10833,2008040501573,13
10834,2008040501572,6
10835,2008040501572,18
10836,2008040501570,6
10837,200804050157,6
10838,200804050157,2
10839,200804050157,11
10840,200804050157,13
10841,200804050157,13
10842,200804050157,13
10843,200804050157,6
10844,2008040501566,6
10845,2008040501566,2
10846,2008040501566,13
10847,2008040501566,13
10848,2008040501566,0
10849,2008040501563,6
10850,2008040501563,6
10851,2008040501563,13
10852,2008040501563,13
10853,2008040501563,0
10854,2008040501563,0
10855,2008040501563,7
10856,2008040501563,18
10857,2008040501563,6
10858,2008040501562,6
10859,2008040501562,13
10860,2008040501562,13
10861,2008040501562,0
10862,2008040501562,0
10863,2008040501562,2
10864,2008040501562,6
10865,2008040501561,6
10866,2008040501555,6
10867,2008040501555,0
10868,2008040501555,0
10869,2008040501555,18
10870,2008040501555,13
10871,2008040501550,6
10872,2008040501550,0
10873,2008040501550,0
10874,2008040501550,7
10875,2008040501550,13
10876,2008040501550,13
10877,2008040501550,6
10878,2008040501550,18
10879,2008040501547,6
10880,2008040501547,7
10881,2008040501547,7
10882,2008040501547,0
10883,2008040501547,13
10884,2008040501547,13
10885,2008040501547,20
10886,2008040501546,6
10887,2008040501546,2
10888,2008040501546,13
10889,2008040501546,13
10890,2008040501545,6
10891,2008040501545,13
10892,2008040501545,13
10893,2008040501544,6
10894,2008040501544,13
10895,2008040501544,13
10896,2008040501544,0
10897,2008040501543,6
10898,2008040501543,0
10899,2008040501542,6
10900,2008040501542,13
10901,2008040501542,13
10902,2008040501542,13
10903,2008040501538,6
10904,2008040501538,6
10905,2008040501538,0
10906,2008040501537,6
10907,2008040501537,6
10908,2008040501536,6
10909,2008040501536,6
10910,2008040501536,0
10911,2008040501534,6
10912,2008040501534,6
10913,2008040501534,2
10914,2008040501534,2
10915,2008040501534,2
10916,2008040501534,14
10917,2008040501533,6
10918,2008040501533,6
10919,2008040501532,6
10920,2008040501532,6
10921,200804050153,11
10922,200804050153,6
10923,200804050153,2
10924,200804050153,0
10925,200804050153,13
10926,2008040501527,6
10927,2008040501527,2
10928,2008040501527,6
10929,2008040501527,6
10930,2008040501527,6
10931,2008040501527,13
10932,2008040501527,13
10933,2008040501527,6
10934,2008040501525,6
10935,2008040501525,0
10936,2008040501525,0
10937,2008040501525,7
10938,2008040501525,13
10939,2008040501525,13
10940,2008040501525,18
10941,2008040501522,6
10942,2008040501522,13
10943,2008040501522,13
10944,2008040501522,20
10945,2008040501519,6
10946,2008040501519,20
10947,2008040501519,13
10948,2008040501519,13
10949,2008040501518,6
10950,2008040501517,6
10951,2008040501515,6
10952,2008040501515,0
10953,20080405015149,6
10954,20080405015149,2
10955,20080405015149,0
10956,20080405015149,13
10957,20080405015148,6
10958,20080405015148,13
10959,20080405015148,13
10960,20080405015148,13
10961,20080405015148,20
10962,20080405015148,0
10963,20080405015146,6
10964,20080405015146,2
10965,20080405015146,13
10966,20080405015146,13
10967,20080405015146,6
10968,20080405015145,6
10969,20080405015145,13
10970,20080405015145,13
10971,20080405015143,6
10972,20080405015143,6
10973,20080405015140,6
10974,20080405015140,2
10975,20080405015140,6
10976,20080405015140,6
10977,20080405015140,6
10978,20080405015140,13
10979,20080405015140,13
10980,20080405015140,6
10981,20080405015136,6
10982,20080405015125,6
10983,20080405015124,6
10984,20080405015124,13
10985,20080405015124,13
10986,20080405015124,20
10987,20080405015123,6
10988,20080405015123,20
10989,20080405015123,0
10990,20080405015122,6
10991,20080405015122,7
10992,20080405015122,7
10993,20080405015122,0
10994,20080405015122,13
10995,20080405015122,13
10996,20080405015122,6
10997,20080405015117,6
10998,20080405015116,6
10999,20080405015116,0
11000,20080405015116,18
11001,20080405015116,13
11002,20080405015110,6
11003,20080405015110,0
11004,200804050151,11
11005,200804050151,6
11006,200804050151,2
11007,200804050151,13
11008,200804050151,13
11009,200804050151,0
11010,200804050043,6
11011,200804050043,2
11012,200804050043,2
11013,200804050043,13
11014,200804050043,13
11015,2008040500412,7
11016,2008040500412,13
11017,2008039513573,7
11018,2008039512084,0
11019,2008039512084,0
11020,2008039512084,0
11021,2008039512084,0
11022,2008039512083,0
11023,2008039512028,14
11024,2008039512028,14
11025,200803951202,15
11026,200803951202,15
11027,20080395120150,0
11028,20080395120126,0
11029,20080395120126,0
11030,200803951201,14
11031,200803951201,14
11032,200803951201,14
11033,2008038036167,2
11034,2008038036167,2
11035,2008038036167,17
11036,2008038036167,15
11037,2008038036167,13
11038,2008038036167,13
11039,2008038036167,14
11040,2008038036167,19
11041,2008038036167,19
11042,2008038036167,19
11043,2008038036162,2
11044,2008038036162,2
11045,2008038036162,13
11046,2008038036162,17
11047,2008038036162,13
11048,2008038036162,13
11049,2008038036162,13
11050,2008038036162,2
11051,2008038036162,2
11052,2008038036162,13
11053,2008038036162,14
11054,2008038036162,0
11055,2008038036134,2
11056,2008038036134,13
11057,2008038036134,13
11058,2008038036134,17
11059,2008038036134,13
11060,2008038036134,0
11061,2008038036134,2
11062,2008038036134,2
11063,2008038036134,14
11064,2008038036134,15
11065,2008038036134,19
11066,2008038036134,19
11067,200803802399,0
11068,200803802399,0
11069,200803802399,0
11070,200803802399,0
11071,200803802399,13
11072,200803802399,6
11073,200803802399,0
11074,200803802399,0
11075,200803802399,2
11076,200803802399,2
11077,200803802399,2
11078,2008038023985,0
11079,2008038023984,0
11080,2008038023975,2
11081,2008038023975,0
11082,2008038023975,2
11083,200803802396,0
11084,200803802396,13
11085,200803802396,13
11086,200803802396,0
11087,200803802396,13
11088,200803802396,13
11089,200803802396,13
11090,200803802396,13
11091,200803802396,13
11092,200803802396,13
11093,200803802396,0
11094,200803802396,0
11095,200803802396,13
11096,200803802396,14
11097,200803802396,0
11098,200803802396,18
11099,200803802396,0
11100,200803802396,2
11101,200803802396,2
11102,200803802396,2
11103,2008038023958,0
11104,2008038023958,0
11105,2008038023958,0
11106,2008038023958,13
11107,2008038023958,6
11108,2008038023958,0
11109,2008038023956,0
11110,2008038023956,0
11111,2008038023956,0
11112,2008038023956,0
11113,2008038023956,0
11114,2008038023956,13
11115,2008038023956,2
11116,2008038023956,2
11117,2008038023956,18
11118,2008038023954,0
11119,2008038023954,0
11120,2008038023954,0
11121,2008038023954,0
11122,2008038023954,0
11123,2008038023954,13
11124,2008038023954,2
11125,2008038023954,2
11126,2008038023954,18
11127,200803802395,0
11128,200803802395,0
11129,200803802395,0
11130,200803802395,0
11131,200803802395,0
11132,200803802395,13
11133,200803802395,2
11134,200803802395,2
11135,200803802395,18
11136,2008038023937,6
11137,2008038023937,6
11138,2008038023937,2
11139,2008038023937,2
11140,2008038023931,0
11141,2008038023931,0
11142,2008038023931,0
11143,2008038023931,0
11144,2008038023931,0
11145,2008038023931,13
11146,2008038023931,2
11147,2008038023931,14
11148,2008038023931,2
11149,2008038023931,2
11150,200803802393,0
11151,200803802393,0
11152,200803802393,0
11153,200803802393,0
11154,200803802393,13
11155,200803802393,6
11156,200803802393,0
11157,200803802393,0
11158,200803802393,2
11159,200803802393,2
11160,200803802393,2
11161,2008038023927,0
11162,2008038023927,0
11163,2008038023927,13
11164,2008038023927,2
11165,2008038023927,2
11166,2008038023927,16
11167,2008038023923,0
11168,2008038023923,0
11169,2008038023923,13
11170,2008038023923,2
11171,2008038023923,2
11172,2008038023923,16
11173,2008038023922,0
11174,2008038023922,13
11175,2008038023922,13
11176,2008038023922,0
11177,2008038023922,13
11178,2008038023922,13
11179,2008038023922,13
11180,2008038023922,13
11181,2008038023922,0
11182,2008038023922,13
11183,2008038023922,13
11184,2008038023922,2
11185,2008038023922,2
11186,2008038023922,13
11187,2008038023922,14
11188,2008038023922,0
11189,2008038023922,18
11190,2008038023922,0
11191,2008038023922,0
11192,2008038023922,2
11193,2008038023922,2
11194,2008038023922,2
11195,2008038023914,0
11196,2008038023914,0
11197,2008038023914,0
11198,2008038023914,0
11199,2008038023914,0
11200,2008038023914,13
11201,2008038023914,2
11202,2008038023914,14
11203,2008038023914,2
11204,2008038023914,2
11205,2008038023913,0
11206,2008038023913,13
11207,2008038023913,13
11208,2008038023913,13
11209,2008038023913,0
11210,2008038023913,13
11211,2008038023913,13
11212,2008038023913,13
11213,2008038023913,0
11214,2008038023913,0
11215,2008038023913,0
11216,2008038023913,0
11217,2008038023913,13
11218,2008038023913,2
11219,2008038023913,2
11220,20080380239121,0
11221,20080380239120,0
11222,20080380239120,0
11223,20080380239120,0
11224,20080380239120,0
11225,20080380239120,0
11226,20080380239118,0
11227,20080380239118,13
11228,20080380239118,13
11229,20080380239118,0
11230,20080380239118,13
11231,20080380239118,13
11232,20080380239118,13
11233,20080380239118,13
11234,20080380239118,2
11235,20080380239118,2
11236,20080380239118,2
11237,20080380239112,0
11238,20080380239112,0
11239,20080380239112,2
11240,20080380239112,5
11241,20080380239112,8
11242,2008037900989,0
11243,2008037900978,0
11244,20080379009266,0
11245,20080379009266,16
11246,20080379009266,16
11247,20080379009265,0
11248,20080379009264,0
11249,20080379009257,0
11250,20080379009241,0
11251,20080379009240,0
11252,20080379009219,0
11253,20080379009212,0
11254,20080379009203,0
11255,20080379009136,0
11256,20080379009135,0
11257,20080379009102,2
11258,20080379009102,0
11259,2008037506993,11
11260,2008037506993,2
11261,2008037506992,7
11262,2008037506992,7
11263,2008037506992,2
11264,2008037506990,7
11265,2008037506990,7
11266,2008037506990,2
11267,2008037506990,13
11268,2008037506990,14
11269,2008035829111,2
11270,2008035829111,2
11271,2008035829111,2
11272,2008035829111,2
11273,2008035829111,11
11274,2008035829111,6
11275,2008035829111,6
11276,2008035829111,2
11277,2008035829111,6
11278,2008035829111,6
11279,20080358119259,13
11280,20080358119187,14
11281,20080358119187,13
11282,2008035583660,13
11283,2008035583660,0
11284,2008035583660,5
11285,2008035583660,2
11286,2008035583657,2
11287,2008035583657,13
11288,2008035583657,0
11289,2008035583657,0
11290,2008035583657,0
11291,2008035583657,0
11292,2008035583657,0
11293,2008035583657,2
11294,2008035583657,13
11295,2008035583657,2
11296,200803558365,2
11297,200803558365,0
11298,200803558365,0
11299,200803558365,13
11300,2008035583641,2
11301,2008035583640,2
11302,2008035583640,13
11303,2008035583640,0
11304,2008035583640,0
11305,2008035583640,2
11306,2008035583640,2
11307,2008035583640,0
11308,2008035583640,2
11309,2008035583638,2
11310,2008035583638,0
11311,2008035583638,14
11312,200803558361,2
11313,200803558361,0
11314,200803558361,0
11315,200803558361,13
11316,200803558361,13
11317,200803558361,0
11318,200803558361,13
11319,200803558361,2
11320,200803382237,2
11321,200803382237,13
11322,200803382237,6
11323,200803382237,6
11324,200803382237,11
11325,200803382237,2
11326,200803382237,0
11327,200803382237,6
11328,200803382237,13
11329,20080338223506,2
11330,20080338223506,2
11331,20080338223506,2
11332,20080338223506,0
11333,20080338223506,6
11334,20080338223506,6
11335,20080338223506,11
11336,20080338223506,2
11337,20080338223506,6
11338,20080338223506,15
11339,20080338223506,15
11340,20080338223506,2
11341,20080338223311,2
11342,20080338223311,6
11343,20080338223311,6
11344,20080338223311,7
11345,20080338223311,13
11346,20080338223311,2
11347,20080338223311,0
11348,20080338223311,13
11349,20080338223311,13
11350,20080338223267,2
11351,20080338223267,11
11352,20080338223267,0
11353,20080338223267,0
11354,20080338223267,15
11355,20080338223267,15
11356,20080338223267,11
11357,20080338223267,15
11358,20080338223257,6
11359,20080338223257,11
11360,20080338223257,7
11361,20080338223257,2
11362,20080338223257,2
11363,20080338223257,6
11364,20080338223257,0
11365,20080338223257,11
11366,20080338223257,15
11367,20080338223257,11
11368,20080338223257,15
11369,20080338223256,6
11370,20080338223256,11
11371,20080338223256,7
11372,20080338223256,2
11373,20080338223256,15
11374,20080338223256,2
11375,20080338223256,6
11376,20080338223256,13
11377,20080338223256,0
11378,20080338223256,6
11379,2008033822324,2
11380,2008033822324,6
11381,2008033822324,6
11382,2008033822324,11
11383,2008033822324,2
11384,2008033822324,6
11385,2008033822324,11
11386,2008033822324,0
11387,2008033822324,13
11388,2008033822324,13
11389,2008033822323,2
11390,2008033822323,13
11391,2008033822323,13
11392,2008033822323,6
11393,2008033822323,6
11394,2008033822323,11
11395,2008033822323,2
11396,2008033822323,6
11397,2008033822323,15
11398,2008033822323,15
11399,20080309165164,5
11400,20080308157160,2
11401,20080308157159,2
11402,20080308157159,7
11403,20080308157159,11
11404,20080308157153,2
11405,20080308157153,10
11406,20080308157153,19
11407,20080308157153,10
11408,20080308157153,19
11409,20080308157152,7
11410,20080308157152,2
11411,20080308157152,7
11412,20080308157152,19
11413,20080308157152,7
11414,200802943751,2
11415,200802943751,2
11416,200802943751,13
11417,200802943751,2
11418,20080294209271,16
11419,20080294209271,16
11420,20080294209271,2
11421,20080294209271,16
11422,20080294209271,16
11423,2008028585815,6
11424,2008028585815,13
11425,2008028585815,13
11426,2008028585815,7
11427,20080275077268,6
11428,20080275077268,2
11429,20080275077268,2
11430,20080275077268,2
11431,20080275077268,2
11432,20080275077268,6
11433,20080275077268,13
11434,20080275077268,2
11435,20080275077268,6
11436,20080275077268,2
11437,20080275077268,2
11438,20080275077268,2
11439,20080275077268,2
11440,20080275077268,6
11441,20080275077268,13
11442,20080275077268,2
11443,20080275077204,6
11444,20080275077204,2
11445,20080275077204,19
11446,20080275077204,6
11447,20080275077204,2
11448,20080275077204,2
11449,20080275077204,4
11450,20080275077204,13
11451,20080275077204,6
11452,20080275077204,11
11453,20080275077204,6
11454,20080275077204,4
11455,20080275077204,2
11456,20080275077204,19
11457,20080275077204,6
11458,20080275077204,2
11459,20080275077204,2
11460,20080275077204,4
11461,20080275077204,13
11462,2008026210676,6
11463,2008026210676,6
11464,2008026210676,2
11465,2008026210676,13
11466,20080262106126,6
11467,20080262106126,7
11468,20080262106126,7
11469,20080262106126,6
11470,20080262106126,6
11471,20080262106126,13
11472,20080262106124,7
11473,20080262106122,7
11474,20080262106122,13
11475,20080262106122,7
11476,20080262106122,7
11477,20080262106121,6
11478,20080262106121,7
11479,20080262106121,7
11480,20080262106117,7
11481,20080262106117,13
11482,20080262106117,7
11483,20080262106117,7
11484,20080262106116,7
11485,20080262106116,13
11486,20080262106116,7
11487,20080262106116,7
11488,20080262106116,7
11489,20080262106116,13
11490,20080262106116,13
11491,20080262106106,7
11492,20080262106106,7
11493,20080262106106,2
11494,20080262106105,7
11495,20080262106105,7
11496,20080262106105,13
11497,20080262106105,7
11498,20080262106105,7
11499,20080262106105,13
11500,2008026210429,7
11501,2008026210429,7
11502,2008026210429,2
11503,2008026210429,2
11504,2008026210429,13
11505,2008026210429,13
11506,2008026210429,13
11507,2008026210425,6
11508,2008026210425,13
11509,2008026210425,14
11510,2008026210424,7
11511,2008026210424,13
11512,200802422508,0
11513,200802422508,2
11514,200802422508,13
11515,200802422508,13
11516,200802422508,13
11517,200802422508,13
11518,200802422508,0
11519,200802422508,2
11520,200802422508,2
11521,200802422508,2
11522,200802422507,0
11523,200802422507,13
11524,200802422507,13
11525,200802422507,2
11526,200802422507,13
11527,200802422507,0
11528,200802422507,13
11529,200802422507,2
11530,200802422507,2
11531,200802422507,2
11532,2008024225032,0
11533,2008024225032,2
11534,2008024225032,13
11535,2008024225032,2
11536,2008024225032,2
11537,2008024225032,13
11538,2008024225031,0
11539,2008024225031,2
11540,2008024225031,13
11541,2008024225031,13
11542,2008024225031,2
11543,2008024225031,2
11544,2008024225031,13
11545,2008024225030,0
11546,2008024225030,2
11547,2008024225030,13
11548,2008024225030,13
11549,2008024225030,2
11550,2008024225030,2
11551,2008024225030,13
11552,2008024225030,13
11553,2008024225030,4
11554,2008024225030,13
11555,200802422503,0
11556,200802422503,0
11557,200802422503,13
11558,200802422503,13
11559,200802422503,13
11560,200802422503,13
11561,200802422503,0
11562,200802422503,2
11563,200802422503,2
11564,200802422503,2
11565,2008024225029,0
11566,2008024225029,2
11567,2008024225029,13
11568,2008024225029,2
11569,2008024225029,2
11570,2008024225029,13
11571,2008024225029,0
11572,2008024225016,0
11573,2008024225016,0
11574,2008024225016,2
11575,2008024225016,13
11576,2008024225016,13
11577,2008024225016,2
11578,2008024225016,2
11579,2008024225016,2
11580,2008024225015,0
11581,2008024225015,16
11582,2008024225015,16
11583,2008024225015,16
11584,2008024225015,2
11585,2008024225015,13
11586,2008024225015,13
11587,2008024225015,2
11588,2008024225015,2
11589,2008024225015,2
11590,2008024225015,16
11591,2008024225012,0
11592,2008024225012,13
11593,2008024225012,13
11594,2008024225012,2
11595,2008024225012,13
11596,2008024225012,13
11597,2008024225012,2
11598,2008024225012,2
11599,2008024225012,2
11600,2008024225011,0
11601,2008024225011,2
11602,2008024225011,13
11603,2008024225011,13
11604,2008024225011,2
11605,2008024225011,13
11606,2008024225011,2
11607,2008024225011,2
11608,2008024225011,13
11609,2008024225011,13
11610,2008024225011,2
11611,200802422501,0
11612,200802422501,2
11613,200802422501,13
11614,200802422501,13
11615,200802422501,13
11616,200802422501,13
11617,200802422501,0
11618,200802422501,2
11619,200802422501,2
11620,200802422501,2
11621,20080211050164,2
11622,20080211050164,2
11623,20080211050164,2
11624,20080211050164,2
11625,20080211050164,2
11626,20080211050164,2
11627,20080211050164,2
11628,200801890189,6
11629,200801890189,2
11630,200801890189,13
11631,200801890189,0
11632,2008018901810,11
11633,2008018901810,11
11634,2008018901810,6
11635,2008018901810,2
11636,2008018901810,13
11637,2008018901810,13
11638,2008018901810,0
11639,2008018901810,0
11640,2008018901810,6
11641,2008018901810,6
11642,2008014459212,2
11643,2008014459212,2
11644,2008012500250,6
11645,2008012500250,13
11646,2008012500250,2
11647,2008012500249,6
11648,2008012500249,13
11649,2008012500249,2
11650,2008012500245,2
11651,2008012500244,2
11652,2008012500215,11
11653,2008012500215,11
11654,2008012500215,13
11655,2008012500215,0
11656,2008012500215,15
11657,2007061702621,2
11658,2007061702621,2
11659,2007061702621,6
11660,2007061702621,6
11661,2007061702621,6
11662,2007061702621,2
11663,2007061702621,0
11664,200706112004,6
11665,200706112004,2
11666,200706112004,2
11667,200706112004,2
11668,200706112004,13
11669,200706112004,13
11670,200706112004,2
11671,200706112004,2
11672,200706112004,2
11673,2007061120037,6
11674,2007061120037,2
11675,2007061120037,2
11676,2007061120037,2
11677,2007061120037,13
11678,2007061120037,13
11679,2007061120037,2
11680,2007061120036,6
11681,2007061120036,0
11682,2007061120036,2
11683,2007061120036,2
11684,2007061120036,2
11685,2007061120036,13
11686,2007061120036,13
11687,2007061120036,2
11688,2007061120035,6
11689,2007061120035,2
11690,2007061120035,2
11691,2007061120035,2
11692,2007061120035,13
11693,2007061120035,13
11694,2007061120035,2
11695,200706112003,6
11696,200706112003,2
11697,200706112003,2
11698,200706112003,2
11699,200706112003,13
11700,200706112003,13
11701,200706112003,2
11702,200706112003,2
11703,200706112003,2
11704,200706112002,6
11705,200706112002,2
11706,200706112002,2
11707,200706112002,2
11708,200706112002,13
11709,200706112002,13
11710,200706112002,2
11711,200706112002,2
11712,200706112002,2
11713,2007061120018,6
11714,2007061120018,6
11715,2007061120018,2
11716,2007061120018,2
11717,2007061120018,2
11718,2007061120018,13
11719,2007061120018,13
11720,2007061120018,13
11721,2007061120018,13
11722,2007061120018,7
11723,2007061120018,2
11724,2007061105224,13
11725,2007061105224,13
11726,2007061105224,2
11727,2007061105222,19
11728,2007061105222,13
11729,2007061105222,13
11730,2007061105222,2
11731,2007057015773,2
11732,2007057015773,2
11733,2007057015773,2
11734,200705432942,9
11735,2007050200292,0
11736,2007050200292,0
11737,200705020029,0
11738,200705020029,0
11739,2007050200282,0
11740,2007050200282,0
11741,2007050200282,0
11742,2007050200261,0
11743,2007050200249,0
11744,2007050200246,0
11745,2007050200246,0
11746,2007050200244,0
11747,2007050200243,0
11748,2007050200243,0
11749,2007050200243,0
11750,2007050200243,0
11751,2007050200243,2
11752,2007050200233,0
11753,20070502002120,0
11754,20070502002118,0
11755,20070502002118,0
11756,20070502002117,0
11757,20070502002117,0
11758,200705000916,14
11759,200705000916,15
11760,200705000916,18
11761,200705000916,17
11762,200705000916,8
11763,200705000916,15
11764,200705000915,14
11765,200705000915,16
11766,200705000915,18
11767,200705000915,17
11768,200704930516,13
11769,200704930516,13
11770,2007049216237,6
11771,2007049216235,6
11772,2007049216227,6
11773,2007049216226,6
11774,2007048433942,13
11775,200704760053,0
11776,2007047600513,0
11777,200704760027,7
11778,200704760027,7
11779,200704760026,6
11780,200704760026,7
11781,200704760026,13
11782,200704760023,7
11783,200704760023,7
11784,2007047600211,7
11785,2007047600211,13
11786,2007047600211,19
11787,2007047600210,6
11788,2007047600210,13
11789,2007047005097,2
11790,2007047005097,2
11791,2007047005097,12
11792,2007047005097,2
11793,2007047005097,2
11794,2007047005097,2
11795,2007047005095,2
11796,2007047005095,13
11797,2007047005095,13
11798,2007047005095,2
11799,2007047005095,13
11800,2007047005095,13
11801,2007047005095,2
11802,2007047005095,2
11803,2007047005095,2
11804,2007047005074,2
11805,2007047005074,7
11806,2007047005074,10
11807,2007047005074,19
11808,200704700502,2
11809,2007047005016,2
11810,2007047005016,10
11811,2007047005016,2
11812,2007047005016,2
11813,2007047005016,10
11814,2007047005014,2
11815,2007047005014,2
11816,2007047005014,2
11817,2007047005014,10
11818,2007047005012,2
11819,2007047005012,2
11820,2007047005012,2
11821,2007047005012,14
11822,2007047005012,14
11823,20070464094267,0
11824,20070464094249,13
11825,20070464094248,5
11826,20070464094248,13
11827,20070464094248,5
11828,20070464094243,13
11829,20070464094233,8
11830,20070464094233,8
11831,20070464094233,13
11832,20070464094209,0
11833,20070464094209,0
11834,20070464094209,13
11835,20070464094209,13
11836,20070464094181,13
11837,20070464094181,5
11838,20070464094180,13
11839,20070464094179,0
11840,20070464094179,0
11841,20070464094179,13
11842,20070464094179,13
11843,20070464094179,0
11844,20070464094128,8
11845,20070464094128,8
11846,20070464094128,13
11847,20070464094128,8
11848,2007046403491,13
11849,2007046403491,13
11850,2007046403491,2
11851,2007046403491,12
11852,2007046403491,13
11853,2007046403490,13
11854,2007046403490,13
11855,2007046403490,0
11856,2007046403490,13
11857,20070464034125,13
11858,20070464034125,13
11859,20070464034125,13
11860,20070464034124,13
11861,20070464034124,13
11862,20070464034120,13
11863,20070464034120,13
11864,20070464034119,13
11865,20070464034119,13
11866,20070464034119,2
11867,20070464034119,2
11868,20070464034107,13
11869,20070464034106,13
11870,20070464034106,13
11871,20070464034105,13
11872,20070464034105,2
11873,20070464034105,2
11874,2007046401579,5
11875,2007046401574,5
11876,2007046401573,5
11877,2007046401553,2
11878,2007046401550,2
11879,2007046401550,13
11880,2007046401537,2
11881,2007046401522,2
11882,2007046401522,2
11883,2007046401510,2
11884,2007046401510,14
11885,2007046327938,11
11886,2007044801192,13
11887,2007044801192,13
11888,2007044801192,2
11889,2007044801192,2
11890,2007044801192,13
11891,2007044801192,5
11892,2007044801177,13
11893,2007044801177,13
11894,2007044801174,13
11895,2007044801174,13
11896,2007044801163,11
11897,2007044801160,11
11898,2007044801160,2
11899,2007044801160,13
11900,2007044801158,11
11901,2007044801155,2
11902,2007044801155,13
11903,2007044801155,13
11904,2007044801154,13
11905,2007044801154,2
11906,2007044801154,13
11907,2007044801152,13
11908,2007044801152,2
11909,2007044801152,13
11910,2007044801151,2
11911,2007044801151,13
11912,2007044801151,13
11913,2007044801149,13
11914,2007044801149,2
11915,2007044801149,13
11916,2007044801137,11
11917,2007044801131,11
11918,200704480113,11
11919,2007044801129,11
11920,2007044801129,13
11921,2007044801129,13
11922,2007044801129,2
11923,2007044801118,11
11924,2007044801118,2
11925,2007044801116,11
11926,2007044801116,2
11927,2007044801116,13
11928,20070448011121,11
11929,20070448011121,13
11930,20070448011121,13
11931,20070448011121,2
11932,20070448011121,13
11933,20070448011121,5
11934,20070448011121,2
11935,20070448011121,2
11936,20070448011121,2
11937,20070448011120,11
11938,20070448011120,2
11939,20070448011120,2
11940,20070448011120,13
11941,20070448011120,2
11942,20070448011120,2
11943,20070448011109,5
11944,20070448011109,5
11945,20070448011109,13
11946,20070448011107,13
11947,20070445212219,15
11948,20070445087114,9
11949,2007044311093,13
11950,2007044311070,13
11951,2007044311070,4
11952,2007044311070,13
11953,2007044311070,13
11954,2007044311060,2
11955,2007044311060,2
11956,2007044311039,0
11957,2007044311039,13
11958,20070443110371,13
11959,2007044311033,0
11960,2007044311033,13
11961,20070443110247,0
11962,20070443110247,13
11963,20070443110247,13
11964,20070443110247,0
11965,20070443110247,13
11966,20070443110247,6
11967,20070443110222,0
11968,20070443110222,0
11969,20070443110221,13
11970,20070443110221,0
11971,2007044311022,2
11972,20070443110218,0
11973,20070443110218,13
11974,20070443110218,13
11975,20070443110218,0
11976,20070443110218,10
11977,20070443110218,0
11978,20070443110218,0
11979,20070443110218,0
11980,20070443110218,13
11981,20070443110218,13
11982,20070443110218,13
11983,20070443110218,6
11984,20070443110218,0
11985,20070443110218,13
11986,20070443110217,0
11987,20070443110217,13
11988,20070443110217,13
11989,20070443110217,0
11990,20070443110217,10
11991,20070443110217,0
11992,20070443110217,0
11993,20070443110217,0
11994,20070443110217,13
11995,20070443110217,13
11996,20070443110217,13
11997,20070443110217,6
11998,20070443110217,0
11999,20070443110217,13
12000,20070443110215,14
12001,20070443110213,2
12002,20070443110213,2
12003,20070443110213,2
12004,20070443110210,0
12005,20070443110209,14
12006,20070443110209,15
12007,20070443110194,8
12008,20070443110194,8
12009,20070443110190,13
12010,2007044311019,2
12011,2007044311019,2
12012,2007044311019,2
12013,2007044311019,2
12014,2007044311019,2
12015,20070443110189,14
12016,20070443110189,14
12017,20070443110189,14
12018,20070443110189,14
12019,20070443110189,14
12020,20070443110188,14
12021,20070443110188,13
12022,20070443110182,14
12023,20070443110166,2
12024,20070443110163,0
12025,20070443110163,13
12026,20070443110163,0
12027,20070443110155,8
12028,20070443110155,8
12029,2007044311015,0
12030,2007044311015,13
12031,20070443110123,8
12032,20070443110123,8
12033,20070443110119,14
12034,20070443110108,2
12035,20070443110107,2
12036,20070443110106,0
12037,20070443110106,13
12038,20070443110106,13
12039,20070443110106,0
12040,20070443110106,0
12041,20070443110106,13
12042,20070443110106,6
12043,20070443110106,0
12044,20070443110105,13
12045,20070443110105,13
12046,20070443110105,0
12047,20070443110105,0
12048,20070443110105,13
12049,20070443110105,6
12050,20070443110105,0
12051,20070440079148,13
12052,20070440079103,2
12053,20070440079103,2
