id,product_id,disliked_id
1913,5795,2
1914,5795,13
1915,5800,0
1916,5860,14
1917,5881,0
1918,5881,13
1919,5894,2
1920,5894,0
1921,5894,13
1922,5909,6
1923,5910,6
1924,5910,11
1925,5910,2
1926,5910,13
1927,5911,6
1928,5911,2
1929,5912,6
1930,5912,2
1931,5913,6
1932,5913,2
1933,5915,6
1934,5915,13
1935,5918,6
1936,5918,2
1937,5919,6
1938,5921,6
1939,5928,6
1940,5928,2
1941,5931,6
1942,5974,13
1943,6000,13
1944,6029,13
1945,6029,15
1946,6029,2
1947,6062,7
1948,6062,2
1949,6063,10
1950,6063,2
1951,6064,7
1952,6064,2
1953,6085,6
1954,6085,2
1955,6092,13
1956,6092,19
1957,6102,13
1958,6102,2
1959,6102,7
1960,6102,10
1961,6102,0
1962,6103,11
1963,6103,2
1964,6103,13
1965,6103,15
1966,6112,6
1967,6112,2
1968,6112,13
1969,6112,10
1970,6112,0
1971,6126,11
1972,6126,2
1973,6126,13
1974,6127,6
1975,6127,2
1976,6141,6
1977,6141,11
1978,6141,2
1979,6141,15
1980,6142,6
1981,6142,11
1982,6142,2
1983,6142,13
1984,6142,15
1985,6142,7
1986,6143,6
1987,6143,11
1988,6143,2
1989,6143,15
1990,6149,7
1991,6149,0
1992,6149,11
1993,6149,15
1994,6149,2
1995,6191,15
1996,6194,10
1997,6194,19
1998,6201,15
1999,6201,13
2000,6235,15
2001,6235,13
2002,6240,2
2003,6244,2
2004,6253,15
2005,6253,13
2006,6255,10
2007,6256,15
